step,trafo_0
0,0.07201775665670163
1,0.08204576683866127
2,0.09207750973070918
3,0.0799476370349856
4,0.05882949042789811
5,0.05683363989035242
6,0.057851114357307054
7,0.056863304100079136
8,0.07201775665670163
9,0.08520954845522377
